,Name,FighterHeight,FighterWeight,FighterDOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg,ScoreStrAcc,ScoreStrDef,ScoreTDAcc,ScoreTDDef,CombatScore
859,Wes Shivers,"6' 8""",--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
860,Yuya Shirai,"5' 8""",168 lbs.,"Apr 02, 1980",1.02,100%,4.07,55%,0.0,0%,0%,0.0,100.0,55.0,0.0,0.0,0.24999999999999822
861,Raja Shippen,"5' 6""",145 lbs.,"ct 07, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
862,Wade Shipp,"6' 3""",245 lbs.,"Feb 09, 1975",4.29,86%,2.14,0%,0.0,0%,75%,0.0,86.0,0.0,0.0,75.0,26.849999999999998
863,Shunichi Shimizu,"5' 5""",135 lbs.,"Jan 31, 1985",0.14,33%,4.68,30%,0.0,0%,0%,0.0,33.0,30.0,0.0,0.0,-16.4
864,Henrique Shiguemoto,"5' 11""",185 lbs.,"Jun 22, 1989",3.6,33%,6.0,16%,0.0,0%,50%,0.0,33.0,16.0,0.0,50.0,-2.0999999999999996
865,Jake Shields,"6' 0""",170 lbs.,"Jan 09, 1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2,36.0,56.0,29.0,35.0,29.740000000000002
866,Katsuyori Shibata,"6' 0""",168 lbs.,"Nov 17, 1979",2.06,35%,2.4,53%,0.49,50%,53%,0.7,35.0,53.0,50.0,53.0,20.27
867,Antonina Shevchenko,"5' 8""",125 lbs.,"Nov 20, 1984",3.86,55%,2.93,52%,0.43,42%,53%,0.4,55.0,52.0,42.0,53.0,26.94
868,Valentina Shevchenko,"5' 5""",125 lbs.,"Mar 07, 1988",3.19,52%,1.9,63%,2.53,64%,70%,0.4,52.0,63.0,64.0,70.0,39.74
869,Chase Sherman,"6' 4""",250 lbs.,"Nov 16, 1989",6.3,46%,6.85,51%,0.1,50%,66%,0.0,46.0,51.0,50.0,66.0,18.849999999999998
870,Sean Sherk,"5' 6""",155 lbs.,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,35.0,55.0,46.0,56.0,29.57
871,Eric Shelton,"5' 6""",125 lbs.,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2,42.0,63.0,51.0,46.0,32.540000000000006
872,Jason Sharp,--,205 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
873,Shang Zhifa,"5' 7""",125 lbs.,"Mar 15, 1986",1.27,32%,1.27,60%,2.0,100%,0%,0.0,32.0,60.0,100.0,0.0,25.2
874,Frank Shamrock,"5' 10""",185 lbs.,"ec 08, 1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1,53.0,57.0,50.0,37.0,23.4
875,Ken Shamrock,"6' 1""",205 lbs.,"Feb 11, 1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5,46.0,39.0,60.0,44.0,12.57
876,Kamal Shalorus,"5' 8""",155 lbs.,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0,32.0,70.0,50.0,80.0,29.759999999999998
877,Liliya Shakirova,"5' 4""",125 lbs.,"ct 24, 1991",2.7,30%,2.58,74%,0.0,0%,0%,0.0,30.0,74.0,0.0,0.0,11.0
878,Don Shainis,"5' 6""",145 lbs.,"Sep 16, 1990",6.0,100%,18.0,0%,0.0,0%,0%,0.0,100.0,0.0,0.0,0.0,-50.0
879,Leon Shahbazyan,"6' 4""",170 lbs.,"Nov 18, 1995",6.33,52%,8.18,32%,1.46,50%,0%,0.0,52.0,32.0,50.0,0.0,8.530000000000001
880,Edmen Shahbazyan,"6' 2""",185 lbs.,"Nov 20, 1997",3.24,50%,4.13,46%,2.71,37%,57%,0.5,50.0,46.0,37.0,57.0,23.680000000000003
881,Scott Shaffer,"5' 7""",145 lbs.,--,2.4,67%,0.53,50%,0.0,0%,72%,3.0,67.0,50.0,0.0,72.0,34.25
882,Rosi Sexton,"5' 3""",135 lbs.,"Jul 16, 1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0,39.0,41.0,10.0,80.0,-1.3000000000000007
883,Dan Severn,"6' 2""",250 lbs.,"Jun 08, 1958",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
884,Carl Seumanutafa,"6' 1""",255 lbs.,--,0.0,0%,3.33,75%,0.0,0%,0%,0.0,0.0,75.0,0.0,0.0,-9.149999999999999
885,Fredy Serrano,"5' 3""",125 lbs.,"Sep 22, 1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0,26.0,61.0,25.0,84.0,26.57
886,Adrian Serrano,"5' 8""",170 lbs.,"ec 23, 1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
887,Nick Serra,"5' 9""",170 lbs.,"Mar 27, 1978",0.0,0%,1.73,43%,1.0,10%,0%,2.0,0.0,43.0,10.0,0.0,3.6499999999999995
888,Matt Serra,"5' 6""",170 lbs.,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,39.0,46.0,20.0,38.0,18.95
889,Nicholas Sergiacomi,--,170 lbs.,--,4.38,55%,3.94,59%,0.0,0%,0%,0.0,55.0,59.0,0.0,0.0,13.6
890,Alex Serdyukov,"6' 2""",170 lbs.,"May 24, 1980",4.94,48%,3.1,46%,1.84,55%,67%,1.8,48.0,46.0,55.0,67.0,39.92000000000001
891,Ivan Serati,"6' 0""",205 lbs.,--,0.86,26%,5.33,29%,0.0,0%,0%,0.0,26.0,29.0,0.0,0.0,-16.849999999999998
892,Ray Seraille,"6' 3""",246 lbs.,--,5.29,27%,17.65,41%,0.0,0%,0%,0.0,27.0,41.0,0.0,0.0,-54.99999999999999
893,Kim In Seok,"5' 6""",145 lbs.,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0,37.0,60.0,0.0,0.0,-11.900000000000002
894,YeDam Seo,"5' 2""",115 lbs.,"Mar 20, 1992",0.33,15%,2.27,55%,0.0,0%,0%,0.0,15.0,55.0,0.0,0.0,-2.6999999999999993
895,Brandon Sene,"5' 11""",205 lbs.,"May 21, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
896,Mackens Semerzier,"5' 9""",145 lbs.,"Nov 03, 1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1,45.0,46.0,50.0,50.0,26.870000000000005
897,Andrei Semenov,"6' 0""",185 lbs.,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4,15.0,60.0,80.0,55.0,18.72
898,Matthew Semelsberger,"6' 1""",170 lbs.,"Nov 23, 1992",4.99,43%,5.17,55%,0.99,100%,63%,0.2,43.0,55.0,100.0,63.0,28.57
899,Pete Sell,"5' 11""",170 lbs.,"Aug 05, 1982",2.6,42%,3.65,51%,0.91,21%,47%,0.9,42.0,51.0,21.0,47.0,15.38
900,Stefan Sekulic,"6' 0""",170 lbs.,"Feb 12, 1992",1.83,50%,2.83,64%,2.0,33%,25%,0.5,50.0,64.0,33.0,25.0,19.2
901,Tetsuya Seki,"5' 10""",155 lbs.,"Feb 08, 1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
902,Brendan Seguin,"6' 0""",185 lbs.,"Jul 03, 1976",2.6,45%,0.6,84%,5.0,62%,100%,0.0,45.0,84.0,62.0,100.0,54.1
903,Ray Sefo,"6' 0""",240 lbs.,"Feb 15, 1971",0.86,31%,1.71,72%,0.0,0%,66%,0.0,31.0,72.0,0.0,66.0,12.649999999999999
904,Rony Sefo,"5' 9""",225 lbs.,--,0.0,0%,0.43,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,-2.15
905,Neil Seery,"5' 4""",125 lbs.,"Aug 30, 1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6,41.0,58.0,27.0,53.0,22.290000000000003
906,Kenneth Seegrist,"6' 0""",185 lbs.,--,3.21,66%,1.28,0%,0.0,0%,40%,14.4,66.0,0.0,0.0,40.0,49.050000000000004
907,Matt Secor,"6' 0""",170 lbs.,"Sep 26, 1986",0.51,20%,0.81,50%,3.03,100%,0%,3.0,20.0,50.0,100.0,0.0,30.59
908,Mike Seal,"6' 4""",185 lbs.,--,5.5,68%,3.33,50%,0.0,0%,33%,0.0,68.0,50.0,0.0,33.0,25.950000000000003
909,Greg Scott,"5' 9""",145 lbs.,--,3.9,55%,7.79,37%,11.69,100%,0%,0.0,55.0,37.0,100.0,0.0,34.81999999999999
910,Brad Scott,"6' 1""",170 lbs.,"Jun 24, 1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7,41.0,57.0,15.0,63.0,16.010000000000005
911,Justin Scoggins,"5' 7""",125 lbs.,"May 02, 1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5,51.0,55.0,63.0,82.0,43.36
912,Eric Schwartz,--,205 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
913,Brian Schwartz,"6' 3""",170 lbs.,--,1.27,44%,0.87,45%,0.0,0%,50%,1.0,44.0,45.0,0.0,50.0,17.9
914,Mark Schultz,"5' 9""",200 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
915,Lacey Schuckman,"5' 3""",125 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
916,Nate Schroeder,"6' 1""",230 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
917,Bob Schrijber,"6' 0""",240 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
918,Darrill Schoonover,"6' 2""",220 lbs.,"Jul 18, 1985",1.2,33%,4.35,38%,0.0,0%,50%,1.1,33.0,38.0,0.0,50.0,-1.4500000000000002
919,Alex Schoenauer,"6' 3""",185 lbs.,"May 05, 1976",1.22,40%,2.27,42%,0.0,0%,22%,4.9,40.0,42.0,0.0,22.0,14.95
920,Matt Schnell,"5' 8""",125 lbs.,"Jan 15, 1990",4.34,39%,4.44,57%,0.68,44%,50%,1.2,39.0,57.0,44.0,50.0,22.939999999999998
921,Colleen Schneider,--,135 lbs.,--,2.17,48%,2.5,50%,2.5,50%,60%,0.0,48.0,50.0,50.0,60.0,26.65
922,Daniel Schmitt,--,185 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
923,Adam Schindler,"5' 8""",155 lbs.,"May 19, 1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
924,Semmy Schilt,"6' 10""",265 lbs.,"ct 27, 1973",1.2,50%,1.31,53%,0.0,0%,47%,1.1,50.0,53.0,0.0,47.0,16.65
925,Joe Schilling,"6' 3""",185 lbs.,--,2.84,52%,2.64,48%,0.0,0%,44%,0.0,52.0,48.0,0.0,44.0,15.399999999999999
926,Pat Schilling,"5' 8""",145 lbs.,"Aug 28, 1988",1.87,26%,8.24,52%,0.0,0%,0%,0.0,26.0,52.0,0.0,0.0,-24.05
927,Samy Schiavo,"5' 8""",155 lbs.,"ec 24, 1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9,34.0,38.0,50.0,66.0,18.72
928,Fabiano Scherner,"6' 3""",257 lbs.,"Jun 30, 1972",1.31,31%,3.2,38%,1.09,33%,40%,0.0,31.0,38.0,33.0,40.0,8.02
929,Antonio Schembri,"5' 9""",205 lbs.,"Jun 01, 1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4,26.0,55.0,40.0,0.0,9.829999999999998
930,Matheus Scheffel,"6' 2""",205 lbs.,"Nov 04, 1992",1.33,36%,3.0,47%,0.0,0%,100%,0.0,36.0,47.0,0.0,100.0,9.95
931,Brendan Schaub,"6' 4""",245 lbs.,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,37.0,57.0,46.0,72.0,32.459999999999994
932,Eric Schambari,"5' 11""",185 lbs.,"Apr 22, 1978",1.43,42%,1.07,54%,3.0,42%,0%,1.0,42.0,54.0,42.0,0.0,26.599999999999998
933,Kerry Schall,"6' 2""",265 lbs.,"Aug 09, 1971",0.94,11%,4.84,63%,0.0,0%,0%,0.0,11.0,63.0,0.0,0.0,-12.099999999999998
934,Eric Schafer,"6' 3""",185 lbs.,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8,34.0,56.0,36.0,50.0,19.18
935,Mark Scanlon,"5' 9""",170 lbs.,--,2.2,35%,3.33,48%,3.0,75%,25%,2.0,35.0,48.0,75.0,25.0,25.650000000000002
936,Brandon Sayles,"6' 5""",265 lbs.,"Apr 23, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
937,Matt Sayles,"5' 7""",155 lbs.,"Feb 21, 1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7,41.0,61.0,16.0,81.0,32.480000000000004
938,Lumumba Sayers,"6' 0""",185 lbs.,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5,41.0,48.0,75.0,0.0,45.13999999999999
939,Chris Saunders,"5' 8""",155 lbs.,"Mar 11, 1986",1.48,22%,2.96,75%,3.7,100%,0%,0.0,22.0,75.0,100.0,0.0,23.400000000000002
940,Chad W. Saunders,"5' 10""",170 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
941,Ben Saunders,"6' 2""",170 lbs.,"Apr 13, 1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3,50.0,51.0,40.0,66.0,22.15
942,Townsend Saunders,"5' 5""",170 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
943,Tom Sauer,"6' 1""",263 lbs.,"Nov 11, 1970",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
944,Jeimeson Saudino,"5' 6""",135 lbs.,"Mar 05, 1991",0.66,30%,0.82,84%,2.47,50%,0%,2.5,30.0,84.0,50.0,0.0,28.01
945,Takashi Sato,"5' 10""",170 lbs.,"Jun 09, 1990",2.28,37%,4.25,44%,0.34,50%,60%,0.0,37.0,44.0,50.0,60.0,10.27
946,Takenori Sato,"5' 10""",170 lbs.,"Jun 08, 1985",0.46,33%,12.92,9%,0.0,0%,0%,0.0,33.0,9.0,0.0,0.0,-58.1
947,Masaaki Satake,"6' 1""",220 lbs.,"Aug 17, 1965",1.4,35%,3.76,41%,0.0,0%,58%,0.0,35.0,41.0,0.0,58.0,1.6000000000000023
948,Keisuke Sasu,"5' 5""",145 lbs.,"Sep 30, 1994",2.73,49%,1.86,57%,2.61,30%,61%,2.6,49.0,57.0,30.0,61.0,37.08
949,Paul Sass,"6' 0""",155 lbs.,"Aug 04, 1988",0.53,26%,1.9,51%,0.53,16%,33%,7.4,26.0,51.0,16.0,33.0,22.140000000000004
950,Yuta Sasaki,"5' 10""",125 lbs.,"ct 07, 1989",2.16,41%,2.5,50%,3.03,43%,41%,1.2,41.0,50.0,43.0,41.0,27.290000000000003
951,Kyosuke Sasaki,"5' 7""",183 lbs.,--,0.33,45%,0.93,46%,0.0,0%,0%,0.0,45.0,46.0,0.0,0.0,6.1
952,Yuki Sasaki,"6' 2""",185 lbs.,"Sep 12, 1976",1.09,43%,1.2,57%,0.43,100%,66%,0.0,43.0,57.0,100.0,66.0,27.34
953,Alexander Sarnavskiy,"5' 11""",155 lbs.,"Jan 17, 1989",1.43,66%,2.06,42%,0.0,0%,75%,0.0,66.0,42.0,0.0,75.0,15.149999999999999
954,Harris Sarmiento,"5' 9""",155 lbs.,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0,25.0,36.0,60.0,57.0,11.78
955,Diego Saraiva,"5' 6""",155 lbs.,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7,32.0,62.0,40.0,0.0,9.090000000000002
956,Jeka Saragih,"5' 8""",155 lbs.,"Jan 01, 1995",3.45,50%,1.52,58%,2.98,100%,0%,1.0,50.0,58.0,100.0,0.0,41.39
957,Daniel Sarafian,"5' 9""",185 lbs.,"Aug 21, 1982",2.23,46%,3.1,58%,0.36,7%,53%,0.7,46.0,58.0,7.0,53.0,14.529999999999998
958,Bob Sapp,"6' 5""",350 lbs.,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0,55.0,49.0,100.0,72.0,35.89
959,Nick Sanzo,"5' 9""",190 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
960,Daniel Santos,"5' 7""",135 lbs.,"Mar 12, 1995",4.82,32%,7.52,50%,1.23,33%,57%,0.0,32.0,50.0,33.0,57.0,7.390000000000007
961,Edivan Santos,"6' 4""",248 lbs.,"May 03, 1992",1.55,48%,7.09,26%,0.0,0%,25%,0.0,48.0,26.0,0.0,25.0,-17.8
962,Marilia Santos,"5' 4""",125 lbs.,"ec 12, 1992",4.4,54%,4.07,53%,1.0,100%,66%,1.0,54.0,53.0,100.0,66.0,33.949999999999996
963,Taila Santos,"5' 6""",125 lbs.,"Jun 22, 1993",3.35,50%,2.43,59%,2.29,88%,78%,1.3,50.0,59.0,88.0,78.0,41.56999999999999
964,Gleristone Santos,"5' 9""",145 lbs.,"Aug 20, 1988",3.4,31%,4.4,64%,0.0,0%,75%,0.0,31.0,64.0,0.0,75.0,12.0
965,Andre Santos,"6' 0""",170 lbs.,--,2.77,34%,4.17,41%,2.5,29%,75%,0.0,34.0,41.0,29.0,75.0,18.4
966,Bruno Santos,"5' 9""",185 lbs.,"Jul 17, 1987",1.18,46%,2.27,56%,3.0,37%,66%,0.3,46.0,56.0,37.0,66.0,24.65
967,Thiago Santos,"6' 2""",205 lbs.,"Jan 07, 1984",3.72,48%,2.57,53%,0.88,33%,65%,0.1,48.0,53.0,33.0,65.0,28.490000000000002
968,Leonardo Santos,"6' 0""",155 lbs.,"Feb 05, 1980",2.82,46%,3.4,54%,0.88,25%,86%,0.2,46.0,54.0,25.0,86.0,21.240000000000002
969,Iliarde Santos,"5' 5""",125 lbs.,"Sep 25, 1980",3.0,30%,6.1,57%,1.66,23%,83%,0.0,30.0,57.0,23.0,83.0,8.780000000000001
970,Luis Santos,"6' 1""",170 lbs.,--,4.4,57%,4.0,64%,0.0,0%,0%,0.0,57.0,64.0,0.0,0.0,14.100000000000001
971,Evangelista Santos,"5' 10""",170 lbs.,"ec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4,36.0,49.0,100.0,50.0,16.290000000000003
972,Paulo Santos,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
973,Adriano Santos,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
974,Art Santore,"6' 2""",185 lbs.,"ct 26, 1972",1.4,12%,7.31,52%,0.0,0%,100%,0.0,12.0,52.0,0.0,100.0,-13.149999999999999
975,Jose Santibanez,--,155 lbs.,"Jan 18, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
976,Richie Santiago,"5' 7""",135 lbs.,"ct 10, 1992",3.87,49%,4.87,42%,0.0,0%,25%,0.0,49.0,42.0,0.0,25.0,6.6000000000000005
977,Will Santiago,"5' 7""",185 lbs.,"Feb 08, 1983",1.47,39%,5.53,56%,1.0,50%,100%,0.0,39.0,56.0,50.0,100.0,7.199999999999996
978,Mike Santiago,"5' 10""",145 lbs.,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1,49.0,36.0,50.0,53.0,28.28
979,Jorge Santiago,"6' 1""",170 lbs.,"ct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8,35.0,56.0,30.0,52.0,15.989999999999998
980,Sean Santella,"5' 5""",125 lbs.,"ct 25, 1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
981,Shaheen Santana,"6' 1""",155 lbs.,"Jun 04, 1991",0.82,42%,1.65,40%,0.0,0%,0%,2.8,42.0,40.0,0.0,0.0,9.649999999999999
982,Duda Santana,"5' 7""",145 lbs.,"Jan 10, 1996",6.01,39%,2.72,73%,6.44,60%,0%,0.0,39.0,73.0,60.0,0.0,52.96999999999999
983,Jonathan Santa Maria,"5' 9""",125 lbs.,--,3.6,51%,2.53,74%,0.0,0%,80%,0.0,51.0,74.0,0.0,80.0,25.85
984,Martin Sano,"5' 11""",170 lbs.,"May 30, 1991",4.0,33%,12.0,40%,0.0,0%,0%,0.0,33.0,40.0,0.0,0.0,-32.7
985,Yuhi Sano,"5' 11""",243 lbs.,"Feb 02, 1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
986,Roldan Sangcha'an,"5' 4""",125 lbs.,"ec 04, 1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0,46.0,51.0,60.0,68.0,31.12
987,Chris Sanford,"5' 11""",185 lbs.,"Mar 12, 1968",0.23,50%,3.22,17%,0.0,0%,0%,3.5,50.0,17.0,0.0,0.0,-1.250000000000001
988,Hector Sandoval,"5' 2""",125 lbs.,"Jul 19, 1986",3.31,52%,2.33,65%,3.49,25%,71%,1.4,52.0,65.0,25.0,71.0,39.47
989,Joseph Sandoval,"5' 7""",135 lbs.,"May 11, 1986",1.82,42%,12.12,60%,0.0,0%,0%,0.0,42.0,60.0,0.0,0.0,-41.29999999999999
990,Raul Sandoval,--,130 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
991,Hugo Sandoval,--,135 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
992,Cory Sandhagen,"5' 11""",135 lbs.,"Apr 20, 1992",6.15,44%,4.21,56%,0.71,20%,63%,0.4,44.0,56.0,20.0,63.0,30.930000000000003
993,Jerrod Sanders,"5' 8""",135 lbs.,"ct 01, 1979",0.88,64%,1.14,46%,2.2,33%,50%,1.6,64.0,46.0,33.0,50.0,27.8
994,Luke Sanders,"5' 6""",135 lbs.,"ec 12, 1985",6.61,52%,4.37,50%,0.71,30%,72%,0.2,52.0,50.0,30.0,72.0,34.13
995,Jesse Sanders,"6' 0""",170 lbs.,--,0.0,0%,6.45,35%,0.0,0%,50%,0.0,0.0,35.0,0.0,50.0,-23.75
996,Robert Sanchez,"5' 6""",125 lbs.,"Mar 05, 1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7,40.0,46.0,62.0,50.0,27.929999999999996
997,Andrew Sanchez,"6' 1""",185 lbs.,"Apr 08, 1988",4.3,43%,5.1,50%,2.55,36%,100%,0.0,43.0,50.0,36.0,100.0,26.55
998,Erick Sanchez,"5' 10""",145 lbs.,"ct 04, 1990",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
999,Emmanuel Sanchez,"5' 9""",145 lbs.,"Aug 11, 1990",4.45,35%,4.17,55%,0.25,6%,16%,0.5,35.0,55.0,6.0,16.0,14.349999999999998
1000,Joby Sanchez,"5' 6""",135 lbs.,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4,36.0,63.0,71.0,51.0,27.75
1001,Donald Sanchez,"5' 10""",145 lbs.,"Aug 18, 1984",0.58,50%,1.16,55%,0.0,0%,50%,0.0,50.0,55.0,0.0,50.0,12.6
1002,Bobby Sanchez,"5' 7""",155 lbs.,--,0.0,0%,0.0,100%,0.0,0%,100%,0.0,0.0,100.0,0.0,100.0,20.0
1003,Julian Sanchez,"6' 3""",300 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
1004,Eddie Sanchez,"6' 2""",230 lbs.,"Nov 04, 1982",3.45,43%,3.3,43%,1.13,26%,42%,0.0,43.0,43.0,26.0,42.0,19.54
1005,Diego Sanchez,"5' 10""",170 lbs.,"ec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8,37.0,56.0,24.0,46.0,20.779999999999998
1006,Josh San Diego,"5' 10""",135 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
1007,Josh Sampo,"5' 4""",125 lbs.,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1,36.0,55.0,33.0,40.0,18.93
1008,Johnny Sampaio,"5' 8""",170 lbs.,"Sep 11, 1975",1.32,40%,2.64,50%,9.89,50%,0%,9.9,40.0,50.0,50.0,0.0,56.870000000000005
1009,Josh Samman,"6' 3""",185 lbs.,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4,52.0,34.0,33.0,33.0,17.32
1010,Vinicius Salvador,"5' 7""",125 lbs.,"Jul 24, 1996",8.43,45%,7.15,61%,0.0,0%,100%,0.0,45.0,61.0,0.0,100.0,27.0
1011,John Salter,"6' 1""",185 lbs.,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5,32.0,68.0,46.0,66.0,30.75
1012,Boston Salmon,"5' 9""",135 lbs.,"Nov 20, 1990",4.13,37%,7.75,59%,0.0,0%,100%,0.0,37.0,59.0,0.0,100.0,1.4999999999999982
1013,Sean Salmon,"5' 10""",185 lbs.,"Sep 11, 1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0,33.0,65.0,50.0,0.0,24.28
1014,Brandon Saling,"5' 10""",170 lbs.,"Jan 28, 1986",2.88,40%,6.08,20%,0.0,0%,57%,0.0,40.0,20.0,0.0,57.0,-4.3
1015,Gabriel Salinas-Jones,"6' 1""",245 lbs.,"Nov 20, 1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
1016,Muslim Salikhov,"5' 11""",170 lbs.,"Jun 09, 1984",3.3,49%,2.43,67%,1.2,35%,77%,0.0,49.0,67.0,35.0,77.0,30.75
1017,John Salgado,"5' 10""",170 lbs.,--,0.99,50%,1.86,40%,0.0,0%,50%,0.0,50.0,40.0,0.0,50.0,9.649999999999999
1018,Luis Saldana,"5' 11""",145 lbs.,"Jan 27, 1991",5.16,50%,3.65,60%,0.64,17%,44%,0.2,50.0,60.0,17.0,44.0,26.970000000000002
1019,Roman Salazar,"5' 7""",135 lbs.,"Feb 21, 1988",1.95,39%,2.89,57%,1.77,18%,50%,0.0,39.0,57.0,18.0,50.0,17.01
1020,Ivan Salaverry,"6' 0""",185 lbs.,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5,47.0,76.0,18.0,36.0,33.269999999999996
1021,Justin Salas,"5' 8""",155 lbs.,"Mar 13, 1982",3.42,43%,2.96,68%,2.43,20%,0%,0.0,43.0,68.0,20.0,0.0,22.69
1022,Ryuta Sakurai,"5' 7""",183 lbs.,--,1.8,48%,3.44,58%,0.52,100%,36%,1.6,48.0,58.0,100.0,36.0,20.76
1023,Hayato Sakurai,"5' 7""",168 lbs.,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3,49.0,59.0,69.0,56.0,32.06
1024,Kazushi Sakuraba,"6' 0""",185 lbs.,"Jul 14, 1969",1.26,41%,2.03,51%,1.26,31%,48%,1.7,41.0,51.0,31.0,48.0,20.430000000000003
1025,Gokhan Saki,"6' 0""",205 lbs.,"ct 19, 1983",7.09,58%,4.57,53%,0.0,0%,100%,0.0,58.0,53.0,0.0,100.0,33.7
